"","본인","배우자","모","부","시모","시부","조모","조부","장남","장녀","차남","차녀","삼남","삼녀","사남","사녀","오녀","손자1","손자2","손자3","손자4","손녀1","손녀2","손녀3","손녀4","손녀5",""
"서울특별시의회|의원|이창섭","228830","1211245","6516","0","0","0","0","0","109392","252154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이현찬","1583547","295298","84822","0","0","0","0","0","16031","0","37681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이혜경","5730","297612","0","0","478133","569828","0","0","0","4373","0","5689","0","7698","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|장우윤","533906","317514","0","0","0","0","0","0","1120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|장인홍","220340","-165566","0","0","0","0","0","0","3378","2277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|장흥순","605268","58233","0","0","0","0","0","0","0","5076","0","8128","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|전철수","399476","114777","0","0","0","0","0","0","0","57809","0","39374","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|조규영","65252","492296","0","0","374763","0","0","0","17746","26135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|조상호","76177","103000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|주찬식","4010622","701565","165519","0","0","0","0","0","21255","0","22644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|진두생","-74817","974799","0","0","0","0","0","0","343185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|최영수","11279","783067","0","0","0","0","0","0","3413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|최웅식","294726","47708","3347","0","0","0","0","0","4947","10699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|최조웅","1720137","708188","10700","103731","0","0","0","0","338","0","478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|최판술","1958147","9396","36090","0","0","0","0","0","40","0","0","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|최호정","1008734","1789230","0","0","0","0","0","0","5248","22187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|한명희","555997","422171","16582","0","0","0","0","0","0","431","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|허기회","46470","20314","0","0","0","0","0","0","938","0","647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|황준환","1068791","351314","37208","0","0","0","0","0","26940","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시종로구|구청장|김영종","7631235","101950","0","0","0","0","0","0","0","59691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시중구|구청장|최창식","1232174","1564063","0","0","0","0","0","0","24867","0","0","40670","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시용산구|구청장|성장현","1393886","527768","6483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시성동구|구청장|정원오","180231","402648","0","0","0","0","0","0","9002","10436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시광진구|구청장|김기동","215875","187159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시동대문구|구청장|유덕열","374682","549847","0","0","0","0","0","0","0","144386","0","28305","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시중랑구|구청장|라진구","773890","879608","3230","231156","0","0","0","0","9560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시성북구|구청장|김영배","9028","249944","27626","58299","0","0","0","0","15","231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시강북구|구청장|박겸수","-1450","292101","258518","0","0","0","0","0","54233","1409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시도봉구|구청장|이동진","153924","431913","0","0","0","0","0","0","125818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시노원구|구청장|김성환","362910","137449","144225","514382","0","0","0","0","0","10038","0","7019","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시은평구|구청장|김우영","30801","498205","55626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시서대문구|구청장|문석진","1956960","307871","0","0","0","0","0","0","21109","35460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시마포구|구청장|박홍섭","72919","49307","0","0","0","0","0","0","-41292","0","105451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시양천구|구청장|김수영","275105","207827","24154","0","0","0","0","0","62077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시강서구|구청장|노현송","45261","328817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시구로구|구청장|이성","29497","302822","0","0","0","0","0","0","0","0","98231","0","24850","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시금천구|구청장|차성수","88293","669844","0","0","0","0","0","0","23519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시영등포구|구청장|조길형","355545","140469","81267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시동작구|구청장|이창우","92247","178924","53898","0","0","0","0","0","0","2000","0","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시관악구|구청장|유종필","92998","639792","0","0","0","0","0","0","4972","0","52219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시서초구|구청장|조은희","101620","1740697","0","0","0","0","0","0","688368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시강남구|구청장|신연희","1268407","263822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시송파구|구청장|박춘희","650943","0","210569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시강동구|구청장|이해식","655172","63703","31211","182083","0","0","0","0","15527","0","0","9246","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시|시장|서병수","3285870","1006238","0","0","0","0","0","0","57196","0","60424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시|경제부시장|김규옥","1105620","513957","0","0","0","0","0","0","31358","19797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시|국제관계대사|홍성화","1681784","815066","0","0","0","0","0","0","251538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시|부산진해경제자유구역청장|진양현","360226","284822","45157","0","0","0","0","0","8785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의장|백종헌","12147483","1100118","0","0","0","0","0","0","1582000","366432","0","75569","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|강무길","1599047","1408423","23","478600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|강성태","3428","9633","0","0","0","0","0","0","310","17724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|공한수","141308","159286","23254","0","0","0","0","0","74342","0","11390","0","21546","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|권오성","-5100","6892","0","0","0","0","0","0","57","5362","0","3990","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|권칠우","2030270","1052200","0","0","0","0","0","0","2099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김남희","20897","68805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김병환","2193093","5204252","40939","0","0","0","0","0","201069","943021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김수용","1295281","871828","929","0","0","0","0","0","1220","0","2416","0","992","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김쌍우","530371","0","18954","0","0","0","0","0","3990","6347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김영욱","456170","222608","0","0","0","0","0","0","5834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김종한","1647027","1601525","0","2481","0","0","0","0","220124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김진영","307718","78427","0","0","0","0","0","0","0","5201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김진용","203773","41355","0","0","0","0","0","0","49788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김진홍","588442","0","0","0","0","0","0","0","73634","0","81547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|김흥남","1061410","47236","0","0","0","0","0","0","14463","0","18679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|박광숙","225782","327251","0","0","0","0","0","0","119403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|박대근","462397","176518","0","0","0","0","0","0","-18732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|박성명","178710","0","0","0","0","0","0","0","4651","0","0","30494","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|박재본","3589907","3839135","0","0","0","0","0","0","763776","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|박중묵","5483","41872","0","0","0","0","0","0","161","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|손상용","321462","7780","0","0","0","0","0","0","0","666","0","559","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|신정철","864958","20853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|신현무","315528","89926","73","0","0","0","0","0","58060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|안재권","4452256","0","0","0","0","0","0","0","5389","269112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|오보근","244757","231560","0","0","0","0","0","0","11355","26159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|오은택","1485688","467864","0","0","0","0","0","0","11698","9967","11381","10626","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|윤종현","317662","412004","0","0","0","0","0","0","34260","0","-21813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이대석","847165","736752","0","0","0","0","0","0","655836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이상갑","1194216","685662","0","0","0","0","0","0","191807","0","90697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이상민","897164","15395","0","0","0","0","0","0","7626","0","6741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이상호","54486","1752","0","99132","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이종진","1165497","29778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이진수","-12920","88818","393072","94492","0","0","0","0","258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이해동","367353","210067","0","0","0","0","0","0","20522","2362","0","16465","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|이희철","427664","0","35477","0","0","0","0","0","140319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|전봉민","3654623","188620","0","0","0","0","0","0","0","28754","0","26298","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산광역시의회|의원|전진영","129586","-100245","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
